bates_number,status
HOUSE_OVERSIGHT_010378,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010379,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010380,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010381,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010382,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010383,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010384,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010385,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010386,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010387,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010388,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010389,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010390,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010391,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010392,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010393,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010394,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010395,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010396,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010397,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010398,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010399,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010400,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010401,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010402,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010403,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010404,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010405,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010406,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010407,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010408,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010409,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010410,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010411,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010412,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010413,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010414,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010415,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010416,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010417,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010418,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010419,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010420,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010421,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010422,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010423,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010424,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010425,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010426,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010427,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010428,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010429,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010430,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010431,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010432,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010433,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010434,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010435,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010436,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010437,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010438,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010439,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010440,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010441,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010442,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010443,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010444,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010445,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010446,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010447,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010448,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010449,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010450,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010451,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010452,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010453,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010454,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010455,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010456,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010457,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010458,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010459,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010460,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010461,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010462,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010463,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010464,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010465,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010466,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010467,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010468,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010469,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010470,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010471,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010472,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010473,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010474,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010475,produced to House Oversight; not posted publicly
HOUSE_OVERSIGHT_010476,produced to House Oversight; not posted publicly
